id,user_id,restaurant_id,reservation_time,status
1111,user360,1,2024-09-28 22:00:00,cancelada
1112,user165,32,2025-06-24 16:30:00,confirmada
1113,user429,16,2024-02-18 15:30:00,cancelada
1114,user311,36,2025-02-03 12:00:00,cancelada
1115,user180,2,2024-02-24 21:15:00,confirmada
1116,user276,48,2025-06-05 21:00:00,cancelada
1117,user320,36,2024-12-12 15:00:00,cancelada
1118,user378,12,2024-05-19 21:30:00,cancelada
1119,user146,45,2024-04-05 14:45:00,confirmada
1120,user458,5,2024-06-03 17:15:00,cancelada
1121,user273,33,2025-01-28 17:15:00,confirmada
1122,user357,22,2024-05-01 14:30:00,cancelada
1123,user097,14,2024-05-07 14:15:00,confirmada
1124,user182,12,2024-07-07 13:15:00,cancelada
1125,user408,23,2024-12-06 18:45:00,cancelada
1126,user115,22,2024-01-05 18:00:00,cancelada
1127,user188,18,2024-09-29 21:45:00,cancelada
1128,user379,13,2024-09-17 13:45:00,cancelada
1129,user320,15,2025-06-15 17:00:00,confirmada
1130,user175,50,2024-04-25 18:15:00,confirmada
1131,user158,35,2025-06-13 17:00:00,confirmada
1132,user337,32,2024-12-26 22:15:00,cancelada
1133,user227,5,2025-06-19 21:00:00,confirmada
1134,user440,15,2024-07-05 15:30:00,confirmada
1135,user464,10,2024-05-22 22:15:00,cancelada
1136,user074,3,2024-09-08 17:15:00,confirmada
1137,user147,47,2024-05-20 20:00:00,cancelada
1138,user472,32,2025-03-10 12:15:00,cancelada
1139,user468,23,2025-06-12 21:00:00,confirmada
1140,user497,42,2024-12-11 19:30:00,cancelada
1141,user401,39,2024-12-07 20:00:00,confirmada
1142,user333,40,2024-09-02 12:30:00,confirmada
1143,user082,48,2025-06-21 22:45:00,cancelada
1144,user281,21,2025-04-15 17:45:00,cancelada
1145,user398,47,2025-06-17 18:00:00,confirmada
1146,user346,5,2024-08-13 12:15:00,cancelada
1147,user340,8,2025-03-13 16:15:00,cancelada
1148,user392,25,2024-05-04 18:00:00,cancelada
1149,user242,6,2024-03-29 13:15:00,confirmada
1150,user169,8,2025-02-09 17:15:00,confirmada
1151,user115,20,2025-01-30 15:00:00,confirmada
1152,user407,36,2024-01-06 17:45:00,cancelada
1153,user488,21,2024-09-12 19:30:00,cancelada
1154,user196,23,2024-07-14 20:00:00,cancelada
1155,user439,31,2024-05-08 14:45:00,confirmada
1156,user477,4,2024-03-28 22:45:00,cancelada
1157,user373,5,2024-06-18 19:45:00,confirmada
1158,user378,5,2025-01-08 14:00:00,cancelada
1159,user070,8,2025-01-30 12:30:00,confirmada
1160,user221,11,2024-09-09 15:00:00,cancelada
1161,user398,16,2025-04-23 17:30:00,cancelada
1162,user078,34,2024-09-28 13:30:00,confirmada
1163,user064,7,2025-02-23 19:15:00,cancelada
1164,user290,44,2025-03-08 18:15:00,cancelada
1165,user212,16,2024-05-22 22:15:00,cancelada
1166,user354,6,2025-03-31 18:30:00,confirmada
1167,user251,40,2024-05-29 12:30:00,cancelada
1168,user432,26,2024-09-23 13:45:00,cancelada
1169,user068,17,2024-09-19 18:00:00,cancelada
1170,user350,40,2025-03-31 22:30:00,cancelada
1171,user347,31,2025-06-17 15:15:00,cancelada
1172,user271,15,2024-01-12 13:00:00,cancelada
1173,user495,22,2025-05-04 20:00:00,confirmada
1174,user223,11,2024-09-08 19:00:00,confirmada
1175,user269,28,2024-03-17 14:00:00,cancelada
1176,user411,37,2025-01-28 21:30:00,confirmada
1177,user459,20,2024-03-04 20:00:00,confirmada
1178,user026,32,2024-11-08 17:45:00,confirmada
1179,user227,13,2024-03-19 14:00:00,cancelada
1180,user328,39,2024-12-19 21:45:00,confirmada
1181,user378,36,2024-10-30 19:00:00,cancelada
1182,user017,50,2025-04-27 14:00:00,cancelada
1183,user387,27,2024-06-01 21:30:00,cancelada
1184,user241,31,2025-03-24 15:00:00,confirmada
1185,user019,7,2024-12-27 21:30:00,cancelada
1186,user379,25,2025-02-10 17:15:00,confirmada
1187,user172,21,2024-01-01 12:30:00,cancelada
1188,user070,28,2024-10-31 19:45:00,cancelada
1189,user055,20,2024-07-07 14:15:00,confirmada
1190,user202,18,2024-08-24 17:15:00,confirmada
1191,user074,22,2024-11-03 12:30:00,confirmada
1192,user013,42,2025-05-15 12:45:00,cancelada
1193,user389,12,2024-12-07 16:00:00,confirmada
1194,user416,48,2024-01-25 13:15:00,confirmada
1195,user297,3,2024-04-25 17:00:00,cancelada
1196,user483,38,2024-03-06 12:30:00,confirmada
1197,user158,4,2025-03-24 18:45:00,cancelada
1198,user448,3,2024-06-16 13:45:00,cancelada
1199,user291,32,2024-06-28 20:45:00,confirmada
1200,user344,43,2025-04-30 13:30:00,cancelada
1201,user151,47,2024-04-07 15:30:00,cancelada
1202,user207,14,2024-11-25 14:00:00,cancelada
1203,user089,7,2024-11-25 22:00:00,confirmada
1204,user421,2,2024-04-23 21:15:00,cancelada
1205,user353,1,2024-06-22 20:30:00,confirmada
1206,user122,46,2024-04-24 16:00:00,confirmada
1207,user433,31,2025-02-05 12:00:00,cancelada
1208,user061,44,2025-05-16 12:45:00,confirmada
1209,user435,46,2024-08-20 19:15:00,confirmada
1210,user406,32,2024-12-12 19:45:00,cancelada
1211,user123,13,2024-06-17 19:45:00,confirmada
1212,user008,10,2024-05-04 20:45:00,confirmada
1213,user145,28,2025-06-19 19:00:00,cancelada
1214,user295,3,2024-05-03 16:00:00,cancelada
1215,user043,16,2024-11-30 18:15:00,cancelada
1216,user454,28,2025-01-30 12:30:00,cancelada
1217,user348,20,2024-10-07 14:30:00,confirmada
1218,user382,29,2024-07-27 18:15:00,confirmada
1219,user061,24,2025-03-02 15:30:00,cancelada
1220,user408,25,2024-03-17 17:00:00,confirmada
1221,user320,8,2024-06-29 21:00:00,cancelada
1222,user253,46,2024-09-08 20:15:00,cancelada
1223,user111,34,2024-05-02 17:30:00,cancelada
1224,user141,43,2024-07-17 17:45:00,confirmada
1225,user497,30,2025-04-03 20:15:00,cancelada
1226,user338,10,2025-04-22 20:00:00,confirmada
1227,user348,37,2024-06-28 15:30:00,cancelada
1228,user339,18,2024-02-17 13:00:00,cancelada
1229,user124,3,2024-05-11 19:45:00,cancelada
1230,user060,33,2024-07-18 19:00:00,confirmada
1231,user250,25,2024-04-28 18:45:00,confirmada
1232,user387,39,2025-01-07 21:15:00,confirmada
1233,user307,43,2024-03-01 14:15:00,confirmada
1234,user118,16,2025-06-10 22:00:00,confirmada
1235,user223,36,2025-03-04 22:30:00,cancelada
1236,user422,34,2024-11-24 19:45:00,cancelada
1237,user393,48,2024-02-22 20:00:00,confirmada
1238,user026,13,2024-09-21 18:15:00,confirmada
1239,user231,46,2024-04-21 22:00:00,cancelada
1240,user135,44,2025-05-02 17:45:00,confirmada
1241,user163,23,2024-06-07 22:45:00,confirmada
1242,user264,20,2024-12-08 22:15:00,confirmada
1243,user125,45,2024-09-14 16:00:00,cancelada
1244,user365,18,2024-07-13 16:30:00,cancelada
1245,user132,22,2024-10-18 16:00:00,confirmada
1246,user457,48,2024-08-27 15:00:00,confirmada
1247,user151,31,2025-02-27 17:15:00,confirmada
1248,user449,38,2024-07-04 15:00:00,cancelada
1249,user196,8,2024-11-06 13:45:00,cancelada
1250,user195,48,2025-02-09 19:15:00,confirmada
1251,user399,5,2024-04-20 12:30:00,confirmada
1252,user255,10,2024-03-21 22:45:00,confirmada
1253,user058,19,2024-08-13 15:00:00,confirmada
1254,user435,29,2024-11-15 17:15:00,cancelada
1255,user332,26,2025-01-24 17:00:00,confirmada
1256,user201,23,2024-07-10 12:45:00,confirmada
1257,user393,1,2024-04-02 20:30:00,confirmada
1258,user029,26,2025-02-02 17:30:00,cancelada
1259,user135,20,2025-04-03 19:00:00,cancelada
1260,user318,49,2025-02-05 13:00:00,confirmada
1261,user402,27,2024-10-11 12:00:00,confirmada
1262,user388,5,2024-12-07 17:15:00,cancelada
1263,user347,27,2025-05-23 17:15:00,cancelada
1264,user417,25,2024-07-21 17:00:00,cancelada
1265,user341,33,2025-02-28 21:15:00,cancelada
1266,user330,30,2024-11-19 21:00:00,cancelada
1267,user382,23,2025-01-05 15:15:00,cancelada
1268,user083,44,2024-03-28 14:15:00,cancelada
1269,user012,44,2024-02-22 13:00:00,confirmada
1270,user072,8,2025-05-02 21:30:00,cancelada
1271,user030,2,2024-01-31 18:00:00,confirmada
1272,user220,4,2025-05-09 18:45:00,confirmada
1273,user370,27,2024-01-14 20:45:00,confirmada
1274,user152,33,2024-12-16 19:30:00,confirmada
1275,user420,31,2024-01-29 19:45:00,confirmada
1276,user410,35,2025-01-29 18:45:00,cancelada
1277,user121,50,2025-03-17 14:45:00,cancelada
1278,user301,38,2024-03-21 16:00:00,cancelada
1279,user035,47,2025-04-05 19:00:00,cancelada
1280,user299,37,2025-03-10 12:15:00,cancelada
1281,user299,1,2024-01-01 18:00:00,confirmada
1282,user235,47,2025-01-17 20:00:00,confirmada
1283,user318,35,2025-02-18 15:30:00,confirmada
1284,user384,41,2025-01-25 22:00:00,confirmada
1285,user148,3,2025-02-02 14:45:00,confirmada
1286,user104,46,2024-10-10 19:30:00,confirmada
1287,user028,20,2025-06-17 17:15:00,confirmada
1288,user480,34,2024-04-08 16:15:00,confirmada
1289,user298,5,2025-02-27 15:45:00,cancelada
1290,user070,42,2024-03-17 19:45:00,cancelada
1291,user126,39,2024-02-12 21:45:00,cancelada
1292,user429,43,2025-02-26 22:15:00,cancelada
1293,user098,12,2024-01-10 17:00:00,cancelada
1294,user007,12,2024-11-03 20:00:00,cancelada
1295,user389,17,2025-01-30 19:45:00,confirmada
1296,user248,6,2024-07-12 13:00:00,confirmada
1297,user077,50,2025-02-02 17:15:00,confirmada
1298,user188,31,2024-02-29 17:15:00,cancelada
1299,user166,5,2024-05-26 20:45:00,cancelada
1300,user402,7,2024-04-03 21:45:00,confirmada
1301,user330,17,2024-05-25 18:00:00,cancelada
1302,user376,5,2025-05-23 15:15:00,confirmada
1303,user394,16,2024-09-29 13:45:00,cancelada
1304,user056,16,2025-03-12 13:30:00,confirmada
1305,user154,21,2025-05-01 12:15:00,confirmada
1306,user120,36,2024-05-28 16:15:00,confirmada
1307,user086,48,2025-05-28 12:00:00,cancelada
1308,user034,21,2024-12-12 17:15:00,confirmada
1309,user134,46,2025-05-22 12:15:00,cancelada
1310,user046,9,2024-02-07 15:45:00,confirmada
1311,user208,48,2024-02-25 22:15:00,confirmada
1312,user498,48,2024-08-16 13:45:00,cancelada
1313,user241,30,2024-02-28 19:00:00,confirmada
1314,user263,39,2025-05-20 19:45:00,cancelada
1315,user458,2,2024-02-08 14:30:00,confirmada
1316,user200,47,2024-06-08 21:15:00,confirmada
1317,user453,34,2025-04-05 17:45:00,confirmada
1318,user463,18,2024-06-26 14:30:00,cancelada
1319,user077,16,2024-09-11 16:45:00,confirmada
1320,user344,15,2025-04-08 21:15:00,cancelada
1321,user016,13,2024-10-25 15:30:00,cancelada
1322,user305,48,2025-05-02 20:30:00,confirmada
1323,user343,10,2024-10-01 22:30:00,cancelada
1324,user314,12,2025-03-01 13:00:00,confirmada
1325,user107,46,2025-05-17 17:15:00,confirmada
1326,user468,44,2025-05-26 22:45:00,cancelada
1327,user468,11,2024-05-02 22:45:00,cancelada
1328,user396,38,2025-05-16 12:00:00,confirmada
1329,user251,21,2024-09-18 17:45:00,confirmada
1330,user225,35,2025-03-31 12:30:00,cancelada
1331,user483,17,2024-03-13 18:30:00,confirmada
1332,user055,34,2024-10-25 16:30:00,confirmada
1333,user005,20,2024-01-19 20:30:00,confirmada
1334,user398,24,2024-09-04 20:15:00,cancelada
1335,user275,23,2025-03-11 12:00:00,confirmada
1336,user220,17,2025-03-01 15:30:00,confirmada
1337,user457,11,2025-02-01 17:00:00,cancelada
1338,user013,12,2025-04-28 22:00:00,cancelada
1339,user126,33,2024-11-23 13:30:00,cancelada
1340,user248,11,2025-03-15 17:15:00,cancelada
1341,user266,13,2025-02-04 13:00:00,confirmada
1342,user108,39,2024-03-23 12:00:00,confirmada
1343,user014,8,2024-05-05 21:00:00,cancelada
1344,user373,29,2024-04-23 16:15:00,confirmada
1345,user180,30,2024-06-20 20:15:00,confirmada
1346,user475,49,2024-10-06 19:45:00,confirmada
1347,user054,19,2025-04-11 21:15:00,confirmada
1348,user096,6,2025-03-27 17:30:00,cancelada
1349,user415,49,2024-01-28 12:00:00,confirmada
1350,user237,20,2024-08-22 19:45:00,confirmada
1351,user316,47,2025-06-10 12:15:00,cancelada
1352,user381,29,2025-04-15 18:45:00,confirmada
1353,user494,28,2024-04-01 18:45:00,confirmada
1354,user086,9,2025-01-20 16:00:00,cancelada
1355,user490,36,2025-06-17 22:45:00,cancelada
1356,user284,3,2025-03-22 12:45:00,confirmada
1357,user060,43,2024-12-12 12:15:00,confirmada
1358,user159,13,2024-04-11 12:30:00,cancelada
1359,user133,39,2024-08-06 16:15:00,confirmada
1360,user013,13,2024-04-25 17:30:00,confirmada
1361,user319,16,2024-03-20 19:00:00,confirmada
1362,user388,30,2024-04-02 15:30:00,confirmada
1363,user080,13,2024-02-09 19:45:00,cancelada
1364,user260,44,2025-05-12 15:30:00,confirmada
1365,user385,49,2024-01-20 19:00:00,confirmada
1366,user040,8,2025-06-04 17:45:00,cancelada
1367,user066,29,2024-03-03 22:15:00,cancelada
1368,user171,26,2024-10-02 15:00:00,cancelada
1369,user452,28,2024-06-29 17:15:00,confirmada
1370,user265,27,2024-06-14 18:45:00,confirmada
1371,user325,15,2024-07-01 21:00:00,cancelada
1372,user135,27,2024-04-08 15:30:00,cancelada
1373,user204,29,2024-10-17 12:00:00,confirmada
1374,user206,2,2024-10-11 20:30:00,cancelada
1375,user212,13,2024-07-08 12:15:00,confirmada
1376,user328,45,2025-02-04 16:15:00,confirmada
1377,user439,3,2024-06-01 18:00:00,confirmada
1378,user280,15,2024-11-03 12:00:00,cancelada
1379,user274,3,2025-06-15 15:30:00,confirmada
1380,user393,38,2024-10-03 21:30:00,confirmada
1381,user168,8,2025-06-18 14:30:00,confirmada
1382,user373,40,2025-05-18 18:00:00,confirmada
1383,user261,30,2024-01-22 13:15:00,cancelada
1384,user424,38,2025-01-11 15:15:00,confirmada
1385,user090,2,2024-08-20 21:00:00,cancelada
1386,user419,28,2024-01-01 20:45:00,cancelada
1387,user481,46,2025-04-04 15:00:00,confirmada
1388,user106,21,2024-05-20 21:45:00,cancelada
1389,user500,39,2025-01-11 19:00:00,confirmada
1390,user258,35,2024-03-05 21:00:00,cancelada
1391,user351,40,2024-05-18 16:00:00,cancelada
1392,user255,14,2025-02-18 19:45:00,cancelada
1393,user391,44,2025-04-16 12:15:00,cancelada
1394,user081,49,2024-01-16 22:45:00,confirmada
1395,user392,25,2025-03-05 21:00:00,confirmada
1396,user152,18,2024-07-08 19:45:00,confirmada
1397,user484,34,2024-05-09 12:45:00,cancelada
1398,user348,47,2024-07-04 12:45:00,confirmada
1399,user265,41,2024-03-27 15:30:00,confirmada
1400,user144,11,2024-01-28 19:30:00,confirmada
1401,user194,37,2024-02-22 19:00:00,cancelada
1402,user241,9,2024-01-25 18:30:00,confirmada
1403,user084,18,2025-03-02 16:30:00,cancelada
1404,user272,27,2024-02-26 16:45:00,confirmada
1405,user436,15,2024-01-18 14:45:00,cancelada
1406,user175,49,2024-07-25 14:45:00,cancelada
1407,user090,29,2024-12-06 14:15:00,cancelada
1408,user338,11,2024-06-03 14:30:00,cancelada
1409,user414,2,2024-01-24 13:00:00,cancelada
1410,user100,21,2024-01-19 17:30:00,cancelada
1411,user104,32,2025-05-08 13:00:00,cancelada
1412,user395,13,2024-02-08 12:00:00,cancelada
1413,user225,19,2024-10-13 12:30:00,cancelada
1414,user053,48,2024-03-23 12:15:00,cancelada
1415,user339,2,2024-04-15 21:00:00,confirmada
1416,user177,20,2024-06-02 21:15:00,cancelada
1417,user206,14,2024-09-12 12:15:00,confirmada
1418,user298,50,2024-08-11 12:45:00,confirmada
1419,user489,20,2024-02-29 22:00:00,cancelada
1420,user467,3,2024-08-15 19:45:00,cancelada
1421,user114,40,2024-07-08 18:15:00,confirmada
1422,user228,48,2024-04-16 15:00:00,confirmada
1423,user043,22,2024-07-23 17:00:00,cancelada
1424,user429,47,2024-08-20 15:30:00,cancelada
1425,user212,20,2025-06-05 18:45:00,cancelada
1426,user157,25,2024-02-10 20:00:00,cancelada
1427,user463,34,2024-03-13 13:00:00,confirmada
1428,user273,13,2024-11-02 12:45:00,cancelada
1429,user221,49,2024-08-19 16:30:00,confirmada
1430,user232,38,2024-12-02 14:30:00,cancelada
1431,user204,4,2024-05-29 12:15:00,confirmada
1432,user493,27,2024-06-30 15:15:00,confirmada
1433,user281,2,2025-02-12 17:00:00,cancelada
1434,user265,17,2024-11-16 20:00:00,confirmada
1435,user422,35,2025-03-14 21:45:00,cancelada
1436,user082,33,2025-06-16 20:00:00,cancelada
1437,user013,19,2025-05-29 21:45:00,confirmada
1438,user047,10,2024-05-10 14:45:00,confirmada
1439,user175,40,2024-06-23 16:45:00,cancelada
1440,user088,7,2025-02-27 13:00:00,confirmada
1441,user452,8,2024-05-06 22:00:00,confirmada
1442,user491,9,2024-08-11 13:15:00,confirmada
1443,user255,14,2025-02-16 17:45:00,cancelada
1444,user254,13,2024-11-24 18:15:00,cancelada
1445,user116,7,2024-12-24 15:30:00,confirmada
1446,user416,42,2025-02-15 12:30:00,cancelada
1447,user318,4,2024-05-16 22:30:00,confirmada
1448,user318,36,2024-08-08 20:15:00,cancelada
1449,user408,10,2025-05-22 14:30:00,confirmada
1450,user195,26,2024-05-20 21:45:00,confirmada
1451,user130,34,2024-04-26 18:15:00,cancelada
1452,user238,31,2024-12-07 12:30:00,cancelada
1453,user073,10,2024-05-15 12:30:00,cancelada
1454,user312,36,2024-09-04 17:30:00,confirmada
1455,user322,47,2024-09-26 14:30:00,confirmada
1456,user360,26,2024-11-28 20:45:00,confirmada
1457,user357,2,2025-02-28 18:00:00,cancelada
1458,user106,16,2024-01-02 16:45:00,confirmada
1459,user367,14,2024-08-22 16:15:00,cancelada
1460,user327,49,2024-03-25 14:00:00,confirmada
1461,user053,47,2025-02-27 18:00:00,cancelada
1462,user213,33,2024-03-28 22:00:00,cancelada
1463,user452,36,2024-08-29 20:45:00,confirmada
1464,user474,35,2025-05-28 14:30:00,confirmada
1465,user271,13,2024-04-13 19:45:00,confirmada
1466,user360,15,2024-01-26 15:00:00,cancelada
1467,user287,23,2024-09-25 14:15:00,confirmada
1468,user441,11,2024-02-21 21:15:00,cancelada
1469,user495,40,2024-07-07 15:30:00,confirmada
1470,user006,21,2024-02-27 19:00:00,confirmada
1471,user345,32,2024-09-26 16:45:00,cancelada
1472,user163,32,2024-11-09 15:45:00,confirmada
1473,user431,35,2024-09-16 14:45:00,cancelada
1474,user465,31,2025-02-17 14:15:00,cancelada
1475,user461,12,2025-04-25 19:30:00,confirmada
1476,user433,45,2025-04-25 18:00:00,confirmada
1477,user335,21,2024-03-13 15:00:00,confirmada
1478,user184,33,2024-11-01 18:15:00,cancelada
1479,user465,10,2024-09-22 16:45:00,confirmada
1480,user493,28,2025-04-30 22:30:00,confirmada
1481,user124,24,2025-02-11 17:45:00,cancelada
1482,user221,46,2025-06-02 12:30:00,cancelada
1483,user047,6,2025-04-25 20:45:00,confirmada
1484,user108,32,2024-04-03 16:00:00,cancelada
1485,user138,39,2024-09-04 15:45:00,cancelada
1486,user016,12,2024-11-01 18:30:00,confirmada
1487,user322,39,2024-05-16 18:15:00,cancelada
1488,user391,12,2024-12-22 14:00:00,cancelada
1489,user217,33,2024-12-13 12:15:00,confirmada
1490,user107,1,2024-09-20 13:00:00,confirmada
1491,user378,16,2024-05-05 14:15:00,cancelada
1492,user420,17,2024-02-20 19:15:00,cancelada
1493,user313,16,2024-06-27 18:00:00,cancelada
1494,user015,1,2024-04-26 18:15:00,confirmada
1495,user491,23,2024-06-06 22:15:00,cancelada
1496,user270,10,2025-06-08 19:00:00,confirmada
1497,user078,21,2025-01-16 21:15:00,cancelada
1498,user410,35,2024-11-03 18:00:00,confirmada
1499,user382,28,2024-09-01 19:00:00,cancelada
1500,user203,30,2024-04-29 12:30:00,confirmada
1501,user118,33,2024-04-27 14:15:00,confirmada
1502,user265,32,2024-02-14 18:30:00,confirmada
1503,user143,50,2025-01-25 13:00:00,confirmada
1504,user478,6,2025-02-19 21:30:00,cancelada
1505,user320,12,2025-06-16 16:30:00,cancelada
1506,user077,25,2025-02-09 17:30:00,cancelada
1507,user335,12,2025-05-27 20:00:00,confirmada
1508,user206,15,2024-11-10 19:15:00,cancelada
1509,user172,6,2024-05-14 17:30:00,cancelada
1510,user018,20,2024-08-07 20:30:00,cancelada
1511,user287,19,2024-02-23 13:30:00,cancelada
1512,user472,9,2024-02-17 20:15:00,confirmada
1513,user153,45,2024-12-20 13:30:00,confirmada
1514,user195,21,2025-01-17 17:45:00,confirmada
1515,user425,2,2024-01-21 12:30:00,cancelada
1516,user295,48,2025-01-21 12:30:00,confirmada
1517,user023,46,2024-04-15 15:15:00,cancelada
1518,user232,1,2024-06-17 16:45:00,confirmada
1519,user115,23,2024-09-26 20:30:00,cancelada
1520,user040,26,2024-10-05 22:30:00,cancelada
1521,user350,4,2024-04-30 20:15:00,cancelada
1522,user416,23,2024-12-14 17:00:00,cancelada
1523,user381,5,2024-08-04 21:15:00,cancelada
1524,user465,44,2025-06-03 18:45:00,cancelada
1525,user297,45,2025-05-08 20:30:00,cancelada
1526,user342,3,2024-06-30 18:45:00,confirmada
1527,user490,27,2025-05-22 21:45:00,confirmada
1528,user051,41,2024-11-15 21:30:00,cancelada
1529,user172,24,2024-12-22 14:00:00,cancelada
1530,user094,8,2024-02-04 22:15:00,cancelada
1531,user443,40,2024-03-15 13:30:00,confirmada
1532,user261,36,2024-02-18 17:15:00,confirmada
1533,user498,19,2024-03-22 20:00:00,cancelada
1534,user210,33,2024-09-08 12:00:00,confirmada
1535,user431,8,2025-01-02 13:30:00,cancelada
1536,user477,40,2025-01-20 18:00:00,cancelada
1537,user276,18,2025-02-07 20:15:00,cancelada
1538,user034,25,2024-09-24 15:30:00,cancelada
1539,user053,34,2024-06-25 20:15:00,cancelada
1540,user173,13,2025-01-22 18:30:00,cancelada
1541,user242,36,2024-04-04 20:30:00,confirmada
1542,user258,49,2025-06-17 13:30:00,confirmada
1543,user104,49,2024-05-02 15:45:00,confirmada
1544,user415,34,2024-02-24 13:30:00,confirmada
1545,user454,16,2024-04-28 17:30:00,confirmada
1546,user236,10,2024-07-05 18:45:00,confirmada
1547,user392,17,2024-09-27 18:15:00,confirmada
1548,user263,28,2025-01-18 17:15:00,confirmada
1549,user014,23,2025-01-22 18:15:00,confirmada
1550,user094,5,2024-06-11 21:15:00,cancelada
1551,user380,26,2024-02-23 12:00:00,cancelada
1552,user341,5,2024-04-30 13:00:00,cancelada
1553,user472,33,2025-05-21 21:30:00,confirmada
1554,user239,34,2025-02-23 19:45:00,confirmada
1555,user325,36,2024-07-12 12:30:00,confirmada
1556,user004,47,2024-01-10 19:45:00,confirmada
1557,user118,18,2024-01-10 15:45:00,cancelada
1558,user336,32,2024-08-27 18:15:00,confirmada
1559,user341,16,2024-06-26 16:30:00,cancelada
1560,user039,27,2025-03-28 21:15:00,cancelada
1561,user484,23,2024-09-25 17:30:00,confirmada
1562,user443,15,2024-09-08 13:00:00,confirmada
1563,user499,2,2024-12-31 18:15:00,cancelada
1564,user076,9,2025-05-27 21:45:00,confirmada
1565,user183,38,2025-06-19 18:30:00,confirmada
1566,user290,7,2025-02-21 14:00:00,cancelada
1567,user144,18,2025-02-01 19:30:00,cancelada
1568,user125,35,2024-09-26 14:00:00,confirmada
1569,user043,39,2025-02-11 19:00:00,confirmada
1570,user072,17,2025-03-18 21:15:00,confirmada
1571,user234,44,2024-07-07 17:15:00,confirmada
1572,user355,23,2024-10-06 19:00:00,cancelada
1573,user392,41,2024-12-28 12:00:00,confirmada
1574,user160,3,2024-02-20 21:15:00,cancelada
1575,user032,23,2025-02-19 20:30:00,cancelada
1576,user394,43,2025-06-07 13:00:00,cancelada
1577,user190,24,2025-06-10 18:30:00,cancelada
1578,user118,5,2025-06-14 15:30:00,cancelada
1579,user036,31,2025-03-23 18:45:00,confirmada
1580,user295,30,2024-10-09 12:45:00,cancelada
1581,user347,18,2024-07-12 22:30:00,cancelada
1582,user129,43,2024-10-17 12:00:00,confirmada
1583,user281,2,2024-04-17 22:45:00,confirmada
1584,user211,4,2024-03-25 19:30:00,confirmada
1585,user494,41,2024-09-20 20:30:00,confirmada
1586,user397,23,2024-10-11 19:45:00,confirmada
1587,user386,22,2024-07-11 15:00:00,cancelada
1588,user430,15,2024-12-27 21:30:00,confirmada
1589,user493,45,2024-12-21 19:15:00,confirmada
1590,user453,29,2025-04-22 22:30:00,cancelada
1591,user429,26,2025-03-08 21:15:00,cancelada
1592,user063,35,2024-02-22 22:15:00,confirmada
1593,user083,27,2024-09-18 16:15:00,cancelada
1594,user435,37,2024-09-28 12:00:00,cancelada
1595,user016,40,2024-05-12 14:30:00,cancelada
1596,user111,46,2024-10-16 18:45:00,cancelada
1597,user332,20,2024-07-25 14:30:00,confirmada
1598,user457,21,2024-12-21 15:30:00,cancelada
1599,user222,35,2024-09-23 13:30:00,cancelada
1600,user373,41,2024-06-12 15:30:00,confirmada
1601,user245,11,2025-03-11 15:45:00,cancelada
1602,user249,43,2024-05-05 21:00:00,confirmada
1603,user463,32,2025-01-02 18:45:00,confirmada
1604,user246,13,2024-11-10 14:15:00,cancelada
1605,user358,20,2024-12-24 12:45:00,confirmada
1606,user140,31,2025-02-04 21:15:00,confirmada
1607,user163,7,2024-07-17 13:15:00,cancelada
1608,user067,1,2024-06-28 16:45:00,cancelada
1609,user442,24,2024-07-28 19:15:00,cancelada
1610,user291,43,2024-04-21 13:15:00,cancelada
1611,user484,31,2025-01-27 20:15:00,cancelada
1612,user146,17,2024-03-23 18:15:00,confirmada
1613,user472,39,2024-09-12 12:45:00,cancelada
1614,user297,45,2024-09-29 22:15:00,confirmada
1615,user247,22,2024-03-20 18:30:00,confirmada
1616,user341,34,2024-01-13 17:00:00,cancelada
1617,user003,44,2024-08-31 22:30:00,confirmada
1618,user045,23,2024-06-25 15:45:00,confirmada
1619,user415,12,2024-02-24 12:15:00,cancelada
1620,user286,41,2024-06-12 13:45:00,cancelada
1621,user244,17,2025-05-18 19:45:00,cancelada
1622,user096,12,2024-09-15 21:00:00,cancelada
1623,user437,4,2024-11-27 21:30:00,cancelada
1624,user031,29,2024-04-23 22:30:00,confirmada
1625,user080,41,2024-03-12 19:00:00,cancelada
1626,user296,29,2024-03-25 22:45:00,confirmada
1627,user117,38,2024-03-20 14:15:00,cancelada
1628,user411,14,2024-12-11 21:15:00,confirmada
1629,user393,19,2024-07-13 13:30:00,cancelada
1630,user129,19,2024-12-21 18:30:00,confirmada
1631,user443,37,2024-01-24 16:30:00,cancelada
1632,user365,37,2025-02-10 17:45:00,cancelada
1633,user164,1,2025-03-20 19:15:00,cancelada
1634,user420,16,2024-03-08 18:15:00,confirmada
1635,user017,8,2024-05-09 12:00:00,cancelada
1636,user251,35,2024-04-09 21:45:00,confirmada
1637,user096,36,2024-01-27 12:30:00,confirmada
1638,user190,36,2024-03-08 12:15:00,cancelada
1639,user131,18,2024-04-13 12:45:00,confirmada
1640,user041,21,2024-07-08 16:45:00,cancelada
1641,user123,24,2024-08-22 12:00:00,confirmada
1642,user057,1,2025-03-23 17:30:00,confirmada
1643,user359,26,2024-04-18 19:00:00,cancelada
1644,user317,38,2024-04-17 12:30:00,cancelada
1645,user285,23,2024-01-02 18:45:00,cancelada
1646,user237,50,2025-06-10 13:45:00,confirmada
1647,user494,27,2025-02-15 16:15:00,confirmada
